latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.673111,-89.17432,793.0,-21600,America/El_Salvador,GMT-6

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),shortwave_radiation (W/m²),dew_point_2m (°C),wind_direction_10m (°),et0_fao_evapotranspiration (mm),rain (mm),cloud_cover (%),direct_radiation (W/m²),direct_normal_irradiance (W/m²)
2025-04-02T04:00,21.0,92,2.5,6.5,923.6,0.0,19.6,339,0.00,0.00,18,0.0,0.0
2025-04-02T05:00,20.8,92,2.9,6.5,923.8,0.0,19.4,356,0.00,0.00,5,0.0,0.0
2025-04-02T06:00,20.5,93,3.0,7.2,924.1,0.0,19.2,346,0.01,0.00,3,0.0,0.0
2025-04-02T07:00,22.8,84,4.5,13.0,925.5,88.0,20.0,23,0.05,0.00,29,50.0,290.2
2025-04-02T08:00,24.1,76,6.6,20.5,926.5,317.0,19.5,55,0.21,0.10,15,233.0,597.8
2025-04-02T09:00,25.7,65,7.8,24.1,927.1,529.0,18.7,82,0.37,0.10,11,423.0,695.6
2025-04-02T10:00,27.0,58,9.5,29.2,927.2,713.0,18.1,117,0.51,0.10,20,586.0,745.1
2025-04-02T11:00,27.5,55,10.4,32.0,927.1,825.0,17.7,135,0.60,0.10,23,638.0,699.1
2025-04-02T12:00,27.4,55,11.3,33.8,926.5,847.0,17.5,147,0.61,0.10,25,651.0,665.6
2025-04-02T13:00,27.2,58,11.2,35.3,925.8,821.0,18.3,156,0.59,0.10,29,628.0,642.0
2025-04-02T14:00,27.9,56,11.1,33.8,924.9,762.0,18.2,163,0.56,0.20,47,574.0,628.6
2025-04-02T15:00,26.9,62,11.8,34.2,924.2,571.0,19.0,188,0.43,0.40,47,387.0,491.5
2025-04-02T16:00,26.4,59,11.0,33.5,923.9,446.0,17.8,198,0.34,0.00,20,323.0,530.1
2025-04-02T17:00,26.0,50,9.5,30.2,923.8,283.0,14.8,199,0.24,0.00,14,194.0,495.8
2025-04-02T18:00,24.3,58,4.8,25.9,923.9,89.0,15.4,217,0.07,0.00,19,55.0,317.7
2025-04-02T19:00,22.6,71,7.4,18.7,923.9,0.0,17.1,248,0.05,0.00,5,0.0,0.0
2025-04-02T20:00,21.9,74,7.9,18.7,924.4,0.0,17.0,235,0.02,0.00,3,0.0,0.0
2025-04-02T21:00,21.7,69,7.4,18.7,925.1,0.0,15.8,241,0.02,0.00,2,0.0,0.0
2025-04-02T22:00,21.3,74,4.5,17.3,925.8,0.0,16.5,256,0.00,0.00,9,0.0,0.0
2025-04-02T23:00,21.3,79,6.7,14.0,926.1,0.0,17.6,275,0.01,0.00,13,0.0,0.0
2025-04-03T00:00,21.4,82,5.8,15.1,925.9,0.0,18.2,292,0.00,0.00,18,0.0,0.0
2025-04-03T01:00,21.3,83,3.1,11.5,925.7,0.0,18.3,294,0.00,0.00,20,0.0,0.0
2025-04-03T02:00,21.7,78,1.6,7.9,925.3,0.0,17.8,276,0.00,0.00,18,0.0,0.0
2025-04-03T03:00,21.8,75,1.5,6.5,924.8,0.0,17.2,284,0.00,0.00,23,0.0,0.0
2025-04-03T04:00,21.7,76,1.7,6.1,924.8,0.0,17.2,288,0.00,0.00,10,0.0,0.0
2025-04-03T05:00,21.9,75,0.3,5.4,925.0,0.0,17.2,315,0.00,0.00,8,0.0,0.0
2025-04-03T06:00,21.6,76,1.3,5.0,925.4,0.0,17.3,82,0.02,0.00,21,0.0,0.0
2025-04-03T07:00,23.5,69,3.6,11.2,926.3,89.0,17.5,180,0.06,0.00,21,51.0,293.7
2025-04-03T08:00,24.6,64,5.7,17.6,927.2,305.0,17.4,148,0.21,0.00,15,213.0,543.0
2025-04-03T09:00,26.2,58,6.6,22.3,927.7,543.0,17.2,127,0.39,0.00,12,422.0,691.4
2025-04-03T10:00,27.7,51,7.5,25.2,927.7,694.0,16.8,117,0.51,0.00,10,524.0,664.7
2025-04-03T11:00,28.8,46,6.7,25.6,927.5,843.0,16.2,117,0.63,0.00,13,667.0,729.7
2025-04-03T12:00,29.7,44,7.4,26.3,926.7,921.0,16.1,133,0.70,0.00,15,770.0,786.4
2025-04-03T13:00,29.5,45,8.5,28.8,925.8,862.0,16.4,134,0.66,0.20,21,668.0,682.3
2025-04-03T14:00,28.5,53,9.4,31.7,925.1,806.0,18.0,160,0.60,0.40,29,638.0,698.3
2025-04-03T15:00,28.1,57,9.5,31.0,924.6,675.0,18.7,189,0.50,0.40,24,512.0,650.0
2025-04-03T16:00,26.7,66,10.5,31.0,924.2,457.0,19.8,193,0.34,0.10,28,313.0,513.5
2025-04-03T17:00,25.8,71,10.6,31.0,924.0,295.0,20.2,198,0.22,0.00,17,206.0,526.2
2025-04-03T18:00,24.4,78,6.9,28.4,924.3,88.0,20.4,210,0.07,0.00,20,52.0,300.2
2025-04-03T19:00,22.6,86,7.5,25.2,924.3,0.0,20.0,235,0.03,0.00,18,0.0,0.0
2025-04-03T20:00,22.3,87,7.0,19.4,924.9,0.0,20.1,228,0.00,0.00,17,0.0,0.0
2025-04-03T21:00,22.4,86,4.5,16.9,925.7,0.0,19.9,254,0.00,0.00,19,0.0,0.0
2025-04-03T22:00,22.2,87,2.2,10.4,926.4,0.0,19.9,189,0.00,0.00,13,0.0,0.0
2025-04-03T23:00,22.0,85,2.9,8.3,926.5,0.0,19.4,270,0.00,0.00,12,0.0,0.0
2025-04-04T00:00,22.0,83,4.1,10.8,926.0,0.0,18.9,293,0.00,0.00,0,0.0,0.0
2025-04-04T01:00,21.9,82,2.0,9.4,926.0,0.0,18.6,270,0.00,0.00,12,0.0,0.0
2025-04-04T02:00,22.2,76,2.0,7.6,925.7,0.0,17.7,280,0.00,0.00,15,0.0,0.0
2025-04-04T03:00,21.7,78,2.2,6.1,925.5,0.0,17.7,305,0.00,0.00,18,0.0,0.0
2025-04-04T04:00,21.2,80,1.9,4.7,925.6,0.0,17.7,311,0.00,0.00,19,0.0,0.0
2025-04-04T05:00,21.0,83,1.4,6.1,926.2,0.0,18.1,310,0.00,0.00,11,0.0,0.0
2025-04-04T06:00,20.6,85,1.1,3.6,926.7,0.0,18.0,288,0.01,0.00,21,0.0,0.0
2025-04-04T07:00,23.0,73,3.3,11.2,927.6,92.0,17.8,45,0.06,0.00,4,54.0,308.7
2025-04-04T08:00,25.1,64,3.0,14.0,928.5,319.0,17.8,65,0.21,0.00,8,239.0,605.4
2025-04-04T09:00,26.7,57,9.5,27.7,928.9,542.0,17.4,90,0.40,0.10,26,434.0,708.6
2025-04-04T10:00,27.9,52,10.9,32.0,929.0,680.0,17.2,99,0.51,0.20,24,542.0,685.9
2025-04-04T11:00,29.0,48,11.6,34.6,928.5,806.0,16.8,120,0.62,0.10,22,626.0,683.7
2025-04-04T12:00,29.2,49,12.6,37.4,927.8,872.0,17.4,134,0.66,0.10,24,684.0,697.8
2025-04-04T13:00,28.8,53,9.9,37.1,926.9,867.0,18.2,142,0.65,0.20,33,675.0,688.9
2025-04-04T14:00,28.9,54,7.7,32.4,925.9,784.0,18.6,171,0.59,0.10,16,589.0,644.3
2025-04-04T15:00,29.3,52,9.2,29.2,925.3,673.0,18.5,184,0.52,0.00,15,514.0,652.3
2025-04-04T16:00,28.1,57,10.5,31.3,924.9,486.0,18.7,193,0.38,0.00,27,353.0,578.9
2025-04-04T17:00,27.1,61,9.1,31.3,924.8,294.0,19.0,198,0.23,0.00,20,215.0,549.0
2025-04-04T18:00,25.3,72,6.6,25.6,925.1,85.0,19.9,193,0.07,0.00,18,51.0,294.2
2025-04-04T19:00,23.1,86,6.6,20.5,925.5,0.0,20.6,213,0.03,0.00,6,0.0,0.0
2025-04-04T20:00,22.9,86,7.5,17.6,926.0,0.0,20.4,233,0.00,0.00,7,0.0,0.0
2025-04-04T21:00,22.8,83,5.7,16.9,926.5,0.0,19.7,259,0.00,0.00,12,0.0,0.0
2025-04-04T22:00,22.8,81,4.9,11.9,927.0,0.0,19.3,321,0.00,0.00,33,0.0,0.0
2025-04-04T23:00,22.2,86,4.5,11.2,927.1,0.0,19.8,320,0.00,0.00,26,0.0,0.0
2025-04-05T00:00,22.1,87,2.2,8.3,926.7,0.0,19.8,325,0.00,0.00,26,0.0,0.0
2025-04-05T01:00,22.1,86,2.1,5.8,926.2,0.0,19.7,308,0.00,0.00,30,0.0,0.0
2025-04-05T02:00,22.2,85,0.2,6.1,925.6,0.0,19.5,270,0.00,0.00,13,0.0,0.0
2025-04-05T03:00,22.0,84,1.4,5.8,925.6,0.0,19.2,40,0.00,0.00,17,0.0,0.0
2025-04-05T04:00,21.5,89,2.1,5.8,925.8,0.0,19.5,20,0.00,0.00,30,0.0,0.0
2025-04-05T05:00,21.1,91,0.6,5.8,926.1,0.0,19.6,288,0.00,0.00,13,0.0,0.0
2025-04-05T06:00,21.0,89,2.0,4.7,926.4,0.0,19.2,315,0.01,0.00,13,0.0,0.0
2025-04-05T07:00,23.6,67,3.1,10.8,927.6,92.0,17.2,159,0.06,0.00,21,54.0,306.4
2025-04-05T08:00,25.0,61,7.7,23.0,928.5,310.0,16.9,121,0.23,0.00,59,222.0,558.9
2025-04-05T09:00,26.3,56,7.9,25.2,928.9,446.0,16.7,117,0.34,0.00,26,276.0,449.0
2025-04-05T10:00,27.9,49,7.4,29.9,928.6,754.0,16.3,116,0.55,0.00,15,622.0,785.4
2025-04-05T11:00,29.1,45,10.2,32.4,928.2,876.0,16.0,118,0.66,0.00,81,706.0,769.9
2025-04-05T12:00,29.4,47,9.4,33.8,927.5,896.0,16.9,138,0.68,0.00,78,727.0,740.9
2025-04-05T13:00,28.9,49,8.4,31.7,926.5,854.0,17.1,157,0.64,0.00,51,676.0,689.5
2025-04-05T14:00,29.0,50,11.3,34.9,925.6,777.0,17.6,167,0.59,0.00,40,567.0,619.9
2025-04-05T15:00,28.5,54,9.4,34.9,924.8,611.0,18.1,185,0.47,0.00,30,419.0,531.6
2025-04-05T16:00,28.0,55,8.3,30.2,924.4,513.0,18.2,185,0.39,0.00,17,390.0,639.5
2025-04-05T17:00,27.1,58,9.0,27.0,924.2,291.0,18.2,190,0.23,0.00,15,211.0,538.5
2025-04-05T18:00,25.3,68,7.1,25.2,924.4,82.0,19.0,196,0.08,0.00,20,48.0,276.8
2025-04-05T19:00,23.8,75,4.3,16.9,924.7,0.0,19.1,213,0.03,0.00,8,0.0,0.0
2025-04-05T20:00,23.6,77,6.0,12.6,925.2,0.0,19.3,254,0.01,0.00,6,0.0,0.0
2025-04-05T21:00,23.8,73,6.3,14.0,925.7,0.0,18.7,252,0.01,0.00,5,0.0,0.0
2025-04-05T22:00,23.9,69,5.1,13.3,926.2,0.0,17.8,238,0.01,0.00,6,0.0,0.0
2025-04-05T23:00,23.7,67,3.2,12.2,926.3,0.0,17.2,223,0.00,0.00,15,0.0,0.0
2025-04-06T00:00,23.7,65,3.1,10.4,925.8,0.0,16.7,246,0.00,0.00,15,0.0,0.0
2025-04-06T01:00,23.8,62,3.6,11.5,925.2,0.0,16.0,233,0.01,0.00,8,0.0,0.0
2025-04-06T02:00,24.1,61,4.8,14.0,925.1,0.0,16.0,214,0.02,0.00,3,0.0,0.0
2025-04-06T03:00,23.6,63,4.5,14.0,924.7,0.0,16.2,217,0.01,0.00,8,0.0,0.0
2025-04-06T04:00,23.3,65,4.5,13.3,924.6,0.0,16.3,230,0.01,0.00,12,0.0,0.0
2025-04-06T05:00,22.8,68,3.5,12.2,924.8,0.0,16.6,235,0.00,0.00,22,0.0,0.0
2025-04-06T06:00,22.5,71,3.0,9.7,925.0,1.0,16.9,256,0.03,0.00,9,0.0,0.0
2025-04-06T07:00,23.6,68,5.1,14.4,925.5,96.0,17.4,176,0.07,0.00,13,57.0,321.0
2025-04-06T08:00,25.2,62,6.0,19.8,926.5,324.0,17.3,159,0.23,0.00,26,241.0,603.1
2025-04-06T09:00,26.8,54,8.0,26.3,927.1,500.0,16.8,144,0.37,0.00,40,365.0,591.8
2025-04-06T10:00,27.8,51,8.1,27.4,927.1,635.0,16.7,148,0.48,0.10,49,450.0,567.0
2025-04-06T11:00,27.3,55,10.4,33.1,927.0,815.0,17.4,166,0.59,0.60,50,640.0,696.9
2025-04-06T12:00,26.9,59,9.6,32.8,926.2,797.0,18.2,177,0.57,0.90,59,509.0,518.2
2025-04-06T13:00,26.0,66,10.4,31.3,925.3,643.0,19.1,190,0.46,0.50,56,404.0,411.8
2025-04-06T14:00,27.3,60,12.1,35.3,924.3,741.0,18.9,187,0.54,0.50,57,523.0,571.6
2025-04-06T15:00,25.6,70,13.1,36.0,923.5,563.0,19.8,189,0.39,0.70,83,357.0,452.8
2025-04-06T16:00,24.6,74,12.1,36.7,923.6,352.0,19.7,198,0.25,0.10,34,197.0,322.9
2025-04-06T17:00,24.4,73,10.3,32.0,923.6,252.0,19.2,195,0.19,0.00,39,152.0,387.8
2025-04-06T18:00,23.6,79,6.3,27.4,924.1,73.0,19.7,207,0.06,0.00,56,33.0,190.2
2025-04-06T19:00,22.8,82,5.1,18.4,924.4,0.0,19.6,216,0.03,0.00,25,0.0,0.0
2025-04-06T20:00,22.5,84,6.5,15.1,924.5,0.0,19.6,242,0.00,0.00,11,0.0,0.0
2025-04-06T21:00,22.5,80,7.3,15.1,925.3,0.0,18.9,308,0.01,0.00,22,0.0,0.0
2025-04-06T22:00,22.0,84,5.8,15.5,925.7,0.0,19.3,326,0.00,0.00,85,0.0,0.0
2025-04-06T23:00,21.8,88,3.1,11.9,925.6,0.0,19.6,320,0.00,0.00,99,0.0,0.0
2025-04-07T00:00,22.4,85,1.7,7.9,925.2,0.0,19.7,311,0.00,0.00,71,0.0,0.0
2025-04-07T01:00,22.7,81,2.2,6.5,924.5,0.0,19.3,294,0.00,0.00,2,0.0,0.0
2025-04-07T02:00,22.1,84,0.3,6.5,924.0,0.0,19.3,315,0.00,0.00,27,0.0,0.0
2025-04-07T03:00,21.9,83,0.2,4.7,923.7,0.0,18.9,360,0.00,0.00,24,0.0,0.0
2025-04-07T04:00,21.3,87,1.6,4.0,923.8,0.0,19.1,354,0.00,0.00,49,0.0,0.0
2025-04-07T05:00,21.1,90,3.0,6.5,924.0,0.0,19.4,335,0.00,0.00,9,0.0,0.0
2025-04-07T06:00,20.7,92,0.8,6.8,924.3,1.0,19.4,315,0.01,0.00,11,0.0,0.0
2025-04-07T07:00,23.3,69,2.3,9.4,925.4,98.0,17.3,198,0.06,0.00,13,58.0,324.3
2025-04-07T08:00,24.9,58,4.4,16.9,926.3,322.0,16.1,168,0.22,0.00,3,235.0,584.6
2025-04-07T09:00,27.0,51,4.7,19.8,926.7,560.0,15.9,164,0.40,0.00,54,455.0,735.3
2025-04-07T10:00,28.0,48,4.8,22.0,926.7,707.0,15.9,160,0.52,0.00,39,564.0,709.2
2025-04-07T11:00,29.0,46,5.4,23.0,926.5,813.0,16.2,166,0.61,0.40,37,639.0,694.9
2025-04-07T12:00,30.1,45,8.5,29.5,925.6,917.0,16.9,162,0.70,0.00,25,749.0,761.8
2025-04-07T13:00,29.6,48,10.0,32.0,924.4,910.0,17.3,173,0.69,0.20,58,752.0,766.0
2025-04-07T14:00,26.7,64,11.7,33.5,923.2,617.0,19.3,194,0.45,1.20,65,413.0,451.2
2025-04-07T15:00,27.2,60,11.8,33.5,922.5,584.0,18.9,219,0.44,0.20,40,385.0,488.2
2025-04-07T16:00,26.1,64,13.3,37.4,922.4,441.0,18.9,221,0.33,0.00,72,302.0,495.0
2025-04-07T17:00,25.3,67,11.0,37.1,922.6,267.0,18.7,228,0.21,0.00,58,172.0,438.7
2025-04-07T18:00,23.4,78,5.7,29.2,923.2,63.0,19.3,212,0.06,0.80,55,25.0,144.0
2025-04-07T19:00,23.5,76,2.7,21.2,923.7,0.0,19.1,203,0.02,0.70,66,0.0,0.0
2025-04-07T20:00,22.7,86,6.4,14.8,923.9,0.0,20.2,295,0.00,0.50,97,0.0,0.0
2025-04-07T21:00,21.3,93,6.6,15.1,924.8,0.0,20.2,317,0.00,2.10,100,0.0,0.0
2025-04-07T22:00,21.3,96,3.8,19.1,924.9,0.0,20.7,343,0.00,0.60,90,0.0,0.0
2025-04-07T23:00,20.4,99,4.4,13.0,925.3,0.0,20.2,21,0.00,6.80,79,0.0,0.0
2025-04-08T00:00,20.2,98,7.3,15.8,924.6,0.0,19.8,312,0.00,4.50,100,0.0,0.0
2025-04-08T01:00,20.8,95,6.9,15.8,923.9,0.0,20.0,321,0.00,0.70,89,0.0,0.0
2025-04-08T02:00,20.9,95,10.3,20.9,923.5,0.0,20.0,325,0.00,0.00,30,0.0,0.0
2025-04-08T03:00,20.3,95,8.9,22.0,923.4,0.0,19.5,317,0.00,0.00,95,0.0,0.0
2025-04-08T04:00,20.1,95,9.6,20.5,923.4,0.0,19.3,323,0.00,0.10,29,0.0,0.0
2025-04-08T05:00,20.0,94,9.9,22.7,923.8,0.0,19.0,328,0.00,0.00,28,0.0,0.0
2025-04-08T06:00,20.1,94,9.1,22.0,924.3,1.0,19.0,328,0.02,0.00,45,0.0,0.0
2025-04-08T07:00,22.0,85,7.3,18.4,925.8,79.0,19.4,343,0.06,0.00,90,37.0,205.5
2025-04-08T08:00,23.5,75,6.9,20.9,926.8,263.0,18.9,353,0.18,0.00,53,162.0,400.6
2025-04-08T09:00,25.8,63,9.0,27.0,927.4,517.0,18.1,12,0.37,0.00,77,372.0,599.3
2025-04-08T10:00,27.1,57,8.5,27.4,927.3,568.0,17.8,13,0.43,0.00,28,297.0,372.7
2025-04-08T11:00,28.6,52,7.7,25.9,927.0,617.0,17.7,33,0.48,0.00,27,378.0,410.5
2025-04-08T12:00,29.8,47,5.9,24.1,926.2,717.0,17.3,59,0.56,0.00,91,440.0,447.1
2025-04-08T13:00,29.4,46,4.9,22.0,925.2,674.0,16.6,90,0.52,0.00,100,336.0,342.0
2025-04-08T14:00,29.1,47,3.8,21.6,924.1,605.0,16.6,161,0.47,0.00,71,317.0,346.2
2025-04-08T15:00,28.4,52,7.2,26.6,923.9,436.0,17.4,153,0.36,0.30,100,228.0,289.0
2025-04-08T16:00,25.0,74,7.9,25.9,923.7,264.0,20.1,201,0.20,1.90,100,94.0,154.0
2025-04-08T17:00,23.2,82,9.2,29.2,923.9,129.0,20.0,276,0.11,0.20,99,43.0,109.6
2025-04-08T18:00,22.1,91,4.4,28.4,924.7,39.0,20.6,21,0.03,1.00,99,4.0,23.0
2025-04-08T19:00,20.6,93,9.8,28.1,924.9,0.0,19.4,302,0.02,3.90,89,0.0,0.0
2025-04-08T20:00,21.3,91,7.4,21.6,925.4,0.0,19.7,331,0.00,0.00,88,0.0,0.0
2025-04-08T21:00,21.4,89,6.5,19.1,926.6,0.0,19.6,341,0.00,0.00,99,0.0,0.0
2025-04-08T22:00,20.9,93,9.8,23.0,927.4,0.0,19.7,319,0.00,0.00,100,0.0,0.0
2025-04-08T23:00,20.5,84,10.2,24.1,927.5,0.0,17.7,328,0.01,0.00,100,0.0,0.0
2025-04-09T00:00,19.8,81,10.8,24.8,926.9,0.0,16.5,328,0.01,0.00,85,0.0,0.0
2025-04-09T01:00,19.7,79,12.3,28.4,926.3,0.0,15.9,329,0.02,0.00,98,0.0,0.0
2025-04-09T02:00,19.7,77,14.1,32.4,925.9,0.0,15.5,332,0.03,0.00,94,0.0,0.0
2025-04-09T03:00,19.7,75,15.0,34.2,925.6,0.0,15.2,333,0.04,0.00,100,0.0,0.0
2025-04-09T04:00,19.7,75,15.3,35.6,925.9,0.0,15.1,333,0.04,0.00,100,0.0,0.0
2025-04-09T05:00,19.4,76,14.2,35.3,926.2,0.0,15.1,331,0.03,0.00,100,0.0,0.0
2025-04-09T06:00,19.1,77,13.0,32.8,926.8,1.0,15.0,332,0.05,0.00,100,0.0,0.0
2025-04-09T07:00,20.9,69,15.9,38.5,928.0,96.0,14.9,333,0.10,0.00,100,44.0,242.7
2025-04-09T08:00,22.2,64,17.2,41.4,928.8,311.0,15.0,335,0.23,0.00,98,203.0,499.2
2025-04-09T09:00,24.1,57,16.0,42.1,929.2,552.0,15.0,335,0.39,0.00,100,435.0,698.6
2025-04-09T10:00,25.7,52,15.9,43.6,929.3,764.0,15.2,340,0.54,0.00,47,640.0,801.5
2025-04-09T11:00,27.2,48,16.7,45.0,929.2,905.0,15.1,344,0.65,0.00,100,766.0,830.8
2025-04-09T12:00,28.8,43,13.6,44.3,928.5,964.0,15.0,354,0.72,0.00,100,776.0,787.9
2025-04-09T13:00,29.9,41,12.6,37.4,927.2,964.0,15.0,3,0.74,0.00,96,786.0,799.7
2025-04-09T14:00,30.7,39,10.6,34.9,926.4,899.0,15.1,18,0.70,0.00,81,759.0,828.6
2025-04-09T15:00,31.0,38,11.0,30.6,925.5,750.0,14.9,34,0.60,0.00,14,629.0,797.3
2025-04-09T16:00,30.6,37,13.7,35.3,925.2,531.0,14.4,28,0.47,0.00,23,414.0,678.3
2025-04-09T17:00,28.5,42,9.6,36.4,925.5,262.0,14.2,33,0.25,0.00,23,171.0,435.9
2025-04-09T18:00,25.9,53,4.3,27.0,926.2,86.0,15.7,33,0.07,0.00,100,47.0,270.5
2025-04-09T19:00,23.6,57,8.8,20.9,927.3,0.0,14.7,358,0.07,0.00,100,0.0,0.0
2025-04-09T20:00,22.4,62,9.5,23.0,927.8,0.0,14.7,346,0.04,0.00,100,0.0,0.0
2025-04-09T21:00,21.8,64,13.3,31.0,928.5,0.0,14.7,342,0.06,0.00,100,0.0,0.0
2025-04-09T22:00,20.9,68,14.3,33.5,928.7,0.0,14.7,335,0.05,0.00,100,0.0,0.0
2025-04-09T23:00,19.9,71,13.0,34.2,928.8,0.0,14.4,325,0.04,0.00,95,0.0,0.0
2025-04-10T00:00,19.3,73,12.8,31.7,928.1,0.0,14.4,328,0.03,0.00,100,0.0,0.0
2025-04-10T01:00,18.9,75,12.3,31.7,927.6,0.0,14.3,330,0.03,0.00,99,0.0,0.0
2025-04-10T02:00,18.5,77,12.1,29.9,926.9,0.0,14.3,330,0.02,0.00,78,0.0,0.0
2025-04-10T03:00,18.0,79,12.1,29.9,926.4,0.0,14.3,327,0.02,0.00,10,0.0,0.0
2025-04-10T04:00,17.7,80,12.1,29.5,926.4,0.0,14.2,325,0.02,0.00,39,0.0,0.0
2025-04-10T05:00,17.7,79,12.3,29.9,926.7,0.0,14.0,323,0.02,0.00,4,0.0,0.0
2025-04-10T06:00,17.6,79,12.4,30.2,927.0,1.0,13.9,324,0.05,0.00,2,0.0,0.0
2025-04-10T07:00,20.0,67,13.7,36.0,928.7,104.0,13.6,325,0.10,0.00,14,57.0,312.3
2025-04-10T08:00,22.0,58,13.0,35.3,929.4,338.0,13.4,332,0.24,0.00,3,258.0,631.0
2025-04-10T09:00,24.3,50,12.7,34.9,929.9,576.0,13.3,337,0.41,0.00,0,477.0,763.7
2025-04-10T10:00,26.6,42,11.4,33.8,929.9,780.0,12.8,344,0.57,0.00,0,670.0,837.5
2025-04-10T11:00,28.5,38,9.7,33.8,929.7,926.0,12.8,348,0.69,0.00,0,809.0,876.3
2025-04-10T12:00,30.2,35,9.0,30.2,928.9,1001.0,12.8,360,0.76,0.00,5,882.0,894.8
2025-04-10T13:00,31.6,32,7.9,28.1,927.9,1000.0,12.7,20,0.78,0.00,29,881.0,895.9
2025-04-10T14:00,32.4,29,10.0,30.6,926.8,889.0,11.9,36,0.72,0.00,31,744.0,812.0
2025-04-10T15:00,31.7,28,6.5,31.3,925.7,598.0,10.7,58,0.50,0.00,65,383.0,485.4
2025-04-10T16:00,30.8,30,2.8,22.3,925.5,509.0,11.1,145,0.38,0.00,4,371.0,607.8
2025-04-10T17:00,28.8,42,7.2,21.2,925.4,320.0,14.5,166,0.26,0.00,12,242.0,616.7
2025-04-10T18:00,25.6,62,6.4,24.1,925.7,94.0,17.9,155,0.08,0.00,11,58.0,333.6
2025-04-10T19:00,24.7,57,5.6,11.9,926.6,0.0,15.6,339,0.06,0.00,0,0.0,0.0
2025-04-10T20:00,24.2,50,7.2,16.6,927.2,0.0,13.0,347,0.05,0.00,0,0.0,0.0
2025-04-10T21:00,23.1,52,10.3,22.3,927.8,0.0,12.6,341,0.06,0.00,3,0.0,0.0
2025-04-10T22:00,21.8,61,12.6,27.4,928.2,0.0,14.0,326,0.06,0.00,1,0.0,0.0
2025-04-10T23:00,20.9,65,11.6,29.2,928.0,0.0,14.0,330,0.05,0.00,8,0.0,0.0
2025-04-11T00:00,20.4,65,12.0,28.4,927.5,0.0,13.6,324,0.05,0.00,22,0.0,0.0
2025-04-11T01:00,20.4,64,12.9,30.6,927.0,0.0,13.3,327,0.05,0.00,20,0.0,0.0
2025-04-11T02:00,20.1,64,13.1,31.0,926.4,0.0,13.1,328,0.05,0.00,18,0.0,0.0
2025-04-11T03:00,19.6,67,12.7,31.3,926.0,0.0,13.2,328,0.05,0.00,16,0.0,0.0
2025-04-11T04:00,19.2,69,12.8,30.6,926.1,0.0,13.3,329,0.04,0.00,17,0.0,0.0
2025-04-11T05:00,18.9,69,12.8,30.6,926.4,0.0,13.2,328,0.04,0.00,5,0.0,0.0
2025-04-11T06:00,18.6,70,12.7,30.6,926.7,1.0,13.1,325,0.07,0.00,0,0.0,0.0
2025-04-11T07:00,20.7,62,14.5,34.9,928.0,111.0,13.2,328,0.11,0.00,1,70.0,381.0
2025-04-11T08:00,22.6,54,15.1,38.5,928.8,346.0,12.7,331,0.26,0.00,11,269.0,654.4
2025-04-11T09:00,24.9,45,15.6,41.0,929.3,588.0,12.1,336,0.44,0.00,19,491.0,783.8
2025-04-11T10:00,27.1,38,16.2,45.0,929.3,794.0,11.6,348,0.60,0.00,25,686.0,855.9
2025-04-11T11:00,29.1,32,14.4,44.6,929.2,938.0,10.6,357,0.73,0.00,31,820.0,887.2
2025-04-11T12:00,30.8,26,11.6,40.7,928.8,1013.0,9.1,15,0.79,0.00,73,896.0,908.3
2025-04-11T13:00,31.9,22,10.3,34.9,927.8,1005.0,7.9,33,0.80,0.00,91,873.0,887.4
2025-04-11T14:00,32.6,21,11.6,34.2,926.7,924.0,7.5,44,0.76,0.00,14,797.0,869.6
2025-04-11T15:00,32.5,20,10.1,36.7,925.9,747.0,6.9,47,0.63,0.00,15,624.0,790.7
2025-04-11T16:00,30.8,23,6.5,32.0,925.1,436.0,7.1,157,0.37,0.00,20,291.0,476.7
2025-04-11T17:00,28.4,36,4.5,25.6,925.1,263.0,11.7,203,0.21,0.00,5,167.0,425.4
2025-04-11T18:00,27.0,37,4.9,16.6,925.7,93.0,10.9,62,0.09,0.00,2,57.0,327.7
2025-04-11T19:00,26.0,35,8.2,19.1,926.7,0.0,9.2,8,0.11,0.00,6,0.0,0.0
2025-04-11T20:00,24.7,42,10.0,22.7,927.3,0.0,10.9,352,0.08,0.00,3,0.0,0.0
2025-04-11T21:00,23.4,49,9.2,24.1,927.8,0.0,12.1,339,0.06,0.00,1,0.0,0.0
2025-04-11T22:00,22.4,53,10.0,22.3,928.4,0.0,12.5,332,0.06,0.00,2,0.0,0.0
2025-04-11T23:00,21.3,60,12.1,27.7,928.2,0.0,13.2,330,0.06,0.00,6,0.0,0.0
2025-04-12T00:00,20.4,64,12.7,29.9,927.5,0.0,13.5,331,0.05,0.00,24,0.0,0.0
2025-04-12T01:00,20.0,66,13.8,32.0,926.8,0.0,13.5,332,0.05,0.00,72,0.0,0.0
2025-04-12T02:00,19.7,67,13.0,32.0,926.3,0.0,13.5,326,0.05,0.00,77,0.0,0.0
2025-04-12T03:00,19.5,68,13.1,30.6,925.8,0.0,13.4,327,0.04,0.00,78,0.0,0.0
2025-04-12T04:00,19.1,68,13.7,31.7,925.7,0.0,13.2,327,0.04,0.00,8,0.0,0.0
