latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.673111,-89.17432,793.0,-21600,America/El_Salvador,GMT-6

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),shortwave_radiation (W/m²),dew_point_2m (°C),wind_direction_10m (°),et0_fao_evapotranspiration (mm),rain (mm),cloud_cover (%),direct_radiation (W/m²),direct_normal_irradiance (W/m²)
2025-01-01T00:00,20.1,90,9.2,19.1,925.1,0.0,18.4,315,0.00,0.00,100,0.0,0.0
2025-01-01T01:00,19.7,93,7.9,21.6,924.9,0.0,18.4,321,0.00,0.00,100,0.0,0.0
2025-01-01T02:00,19.5,94,7.8,17.6,924.4,0.0,18.4,316,0.00,0.00,100,0.0,0.0
2025-01-01T03:00,19.3,93,6.5,17.3,924.0,0.0,18.1,312,0.00,0.00,99,0.0,0.0
2025-01-01T04:00,19.1,92,6.5,14.8,923.8,0.0,17.8,312,0.00,0.00,62,0.0,0.0
2025-01-01T05:00,19.1,91,7.4,15.8,924.3,0.0,17.6,309,0.00,0.00,95,0.0,0.0
2025-01-01T06:00,18.9,92,7.1,15.8,925.0,0.0,17.5,315,0.00,0.00,100,0.0,0.0
2025-01-01T07:00,20.2,86,3.8,11.5,926.3,16.0,17.9,278,0.02,0.10,100,3.0,28.5
2025-01-01T08:00,20.9,83,2.2,13.0,927.8,100.0,17.9,228,0.07,0.00,100,9.0,36.3
2025-01-01T09:00,22.2,76,3.6,13.3,928.4,219.0,17.8,360,0.15,0.00,100,63.0,140.1
2025-01-01T10:00,24.2,67,5.2,18.0,928.5,423.0,17.7,358,0.30,0.00,100,177.0,288.0
2025-01-01T11:00,26.5,55,4.9,21.6,928.6,670.0,16.6,28,0.48,0.10,100,436.0,596.0
2025-01-01T12:00,27.9,49,4.2,21.2,927.6,800.0,16.1,85,0.58,0.20,99,641.0,808.9
2025-01-01T13:00,27.5,50,5.5,22.0,926.6,752.0,16.0,113,0.55,0.20,100,591.0,745.3
2025-01-01T14:00,27.2,51,2.3,22.7,925.1,564.0,16.2,135,0.41,0.10,100,359.0,489.5
2025-01-01T15:00,27.0,53,8.7,28.4,924.7,528.0,16.6,122,0.40,0.50,100,340.0,550.7
2025-01-01T16:00,24.6,71,6.1,26.3,924.4,289.0,19.1,135,0.21,0.00,100,114.0,251.5
2025-01-01T17:00,24.2,73,4.8,18.0,925.3,165.0,19.0,101,0.11,0.00,100,71.0,281.9
2025-01-01T18:00,22.2,83,6.6,20.2,925.8,17.0,19.2,26,0.03,0.00,100,2.0,18.6
2025-01-01T19:00,22.0,83,5.8,12.6,926.1,0.0,19.0,355,0.00,0.00,100,0.0,0.0
2025-01-01T20:00,21.5,84,4.7,13.3,926.8,0.0,18.8,2,0.00,0.00,100,0.0,0.0
2025-01-01T21:00,21.5,84,6.7,15.5,927.4,0.0,18.7,8,0.00,0.00,100,0.0,0.0
2025-01-01T22:00,21.3,85,7.2,18.0,927.7,0.0,18.7,360,0.00,0.00,100,0.0,0.0
2025-01-01T23:00,21.0,86,8.5,19.4,927.2,0.0,18.7,339,0.00,0.00,100,0.0,0.0
2025-01-02T00:00,20.7,87,9.1,20.9,927.0,0.0,18.4,326,0.00,0.00,100,0.0,0.0
2025-01-02T01:00,20.3,87,9.8,22.0,926.6,0.0,18.1,328,0.00,0.00,100,0.0,0.0
2025-01-02T02:00,20.2,87,9.3,22.0,926.1,0.0,17.9,326,0.00,0.00,100,0.0,0.0
2025-01-02T03:00,19.7,87,9.4,20.5,925.7,0.0,17.5,329,0.00,0.00,100,0.0,0.0
2025-01-02T04:00,19.1,87,10.5,23.4,925.4,0.0,16.9,325,0.00,0.00,100,0.0,0.0
2025-01-02T05:00,18.8,87,11.1,24.5,925.3,0.0,16.6,320,0.00,0.00,100,0.0,0.0
2025-01-02T06:00,18.8,87,11.3,25.2,925.7,0.0,16.5,323,0.01,0.00,100,0.0,0.0
2025-01-02T07:00,19.8,83,10.7,23.8,926.6,21.0,16.7,318,0.04,0.00,100,8.0,76.4
2025-01-02T08:00,22.0,73,9.2,24.1,928.1,169.0,17.0,325,0.12,0.00,100,95.0,385.3
2025-01-02T09:00,23.4,66,8.8,24.5,929.2,301.0,16.8,332,0.22,0.00,100,115.0,256.2
2025-01-02T10:00,24.7,61,8.8,25.6,929.2,428.0,16.8,343,0.31,0.00,100,157.0,255.5
2025-01-02T11:00,26.2,55,8.9,27.4,929.3,609.0,16.4,9,0.44,0.10,100,315.0,430.5
2025-01-02T12:00,26.9,49,9.6,28.1,928.5,565.0,15.3,30,0.44,0.00,100,194.0,244.6
2025-01-02T13:00,27.6,44,8.8,28.4,927.3,557.0,14.1,39,0.44,0.00,100,175.0,220.4
2025-01-02T14:00,28.2,41,8.9,26.6,926.6,557.0,13.8,48,0.45,0.00,100,231.0,314.3
2025-01-02T15:00,27.9,41,7.9,27.4,926.1,484.0,13.4,63,0.39,0.00,100,268.0,432.7
2025-01-02T16:00,26.6,45,5.1,24.1,926.0,298.0,13.8,82,0.24,0.00,99,118.0,259.1
2025-01-02T17:00,24.8,53,8.2,22.0,926.5,149.0,14.6,75,0.14,0.10,96,59.0,232.2
2025-01-02T18:00,20.8,82,6.4,23.0,926.7,14.0,17.7,342,0.03,1.10,97,2.0,18.4
2025-01-02T19:00,22.6,73,4.7,14.0,927.4,0.0,17.5,356,0.00,0.00,100,0.0,0.0
2025-01-02T20:00,21.9,75,8.8,19.1,927.8,0.0,17.2,332,0.02,0.00,100,0.0,0.0
2025-01-02T21:00,21.4,75,9.2,20.5,927.9,0.0,16.8,329,0.02,0.00,96,0.0,0.0
2025-01-02T22:00,21.2,75,10.4,23.4,927.9,0.0,16.6,323,0.02,0.00,100,0.0,0.0
2025-01-02T23:00,20.6,79,11.2,25.6,927.7,0.0,16.7,328,0.02,0.00,78,0.0,0.0
2025-01-03T00:00,20.0,81,12.1,28.1,927.4,0.0,16.6,333,0.02,0.00,15,0.0,0.0
2025-01-03T01:00,19.6,81,11.6,28.1,927.0,0.0,16.3,330,0.02,0.00,90,0.0,0.0
2025-01-03T02:00,19.3,82,12.5,29.2,926.2,0.0,16.1,332,0.02,0.00,100,0.0,0.0
2025-01-03T03:00,19.1,81,12.7,29.5,925.7,0.0,15.8,330,0.02,0.00,91,0.0,0.0
2025-01-03T04:00,18.9,82,13.1,30.6,926.0,0.0,15.8,324,0.02,0.00,81,0.0,0.0
2025-01-03T05:00,18.9,85,13.0,30.6,926.6,0.0,16.3,321,0.01,0.00,96,0.0,0.0
2025-01-03T06:00,19.2,84,14.1,32.8,927.1,0.0,16.3,322,0.02,0.00,100,0.0,0.0
2025-01-03T07:00,19.8,79,14.0,32.4,927.5,19.0,16.1,329,0.05,0.00,99,4.0,38.4
2025-01-03T08:00,21.3,72,16.3,39.2,928.7,171.0,16.0,332,0.13,0.00,100,78.0,317.7
2025-01-03T09:00,22.9,65,15.8,40.0,929.9,346.0,15.9,339,0.25,0.00,99,173.0,386.0
2025-01-03T10:00,25.0,56,15.9,41.0,929.7,550.0,15.6,345,0.40,0.00,100,362.0,589.4
2025-01-03T11:00,26.7,50,17.5,46.4,929.4,709.0,15.4,357,0.52,0.00,100,544.0,743.1
2025-01-03T12:00,27.5,46,17.2,46.4,928.8,770.0,14.8,13,0.58,0.10,100,635.0,799.9
2025-01-03T13:00,28.1,46,15.7,46.8,927.8,740.0,15.5,13,0.57,0.10,23,555.0,697.7
2025-01-03T14:00,29.0,42,16.2,45.4,926.9,661.0,14.9,15,0.54,0.00,28,544.0,738.6
2025-01-03T15:00,27.2,45,17.3,46.1,926.5,529.0,14.3,22,0.44,0.20,53,412.0,663.1
2025-01-03T16:00,26.8,46,15.8,44.6,926.3,260.0,14.4,24,0.28,0.00,50,168.0,367.2
2025-01-03T17:00,26.0,48,12.2,39.6,926.7,148.0,14.2,13,0.18,0.00,46,94.0,366.6
2025-01-03T18:00,24.2,55,12.6,32.0,927.3,24.0,14.5,351,0.10,0.00,45,12.0,109.3
2025-01-03T19:00,22.4,65,15.0,35.3,927.7,0.0,15.5,339,0.06,0.00,80,0.0,0.0
2025-01-03T20:00,21.8,67,14.3,34.6,928.5,0.0,15.4,343,0.05,0.00,47,0.0,0.0
2025-01-03T21:00,21.0,71,13.5,32.4,929.0,0.0,15.5,337,0.04,0.00,92,0.0,0.0
2025-01-03T22:00,19.9,74,13.2,30.6,928.8,0.0,15.2,331,0.03,0.00,86,0.0,0.0
2025-01-03T23:00,19.2,72,12.9,30.2,928.0,0.0,14.0,333,0.04,0.00,45,0.0,0.0
2025-01-04T00:00,19.2,66,12.6,30.6,927.8,0.0,12.7,335,0.04,0.00,17,0.0,0.0
2025-01-04T01:00,19.0,66,12.6,30.2,927.6,0.0,12.4,336,0.05,0.00,18,0.0,0.0
2025-01-04T02:00,18.6,69,13.9,32.4,926.7,0.0,12.8,335,0.04,0.00,98,0.0,0.0
2025-01-04T03:00,18.6,72,15.4,36.0,926.1,0.0,13.5,336,0.04,0.00,73,0.0,0.0
2025-01-04T04:00,18.5,77,16.7,38.9,925.8,0.0,14.4,336,0.03,0.00,94,0.0,0.0
2025-01-04T05:00,18.3,80,16.6,38.9,925.7,0.0,14.7,336,0.03,0.00,100,0.0,0.0
2025-01-04T06:00,18.1,82,16.8,38.9,925.6,0.0,14.9,335,0.02,0.00,94,0.0,0.0
2025-01-04T07:00,19.1,78,16.9,40.3,926.6,21.0,15.1,337,0.06,0.00,10,7.0,67.6
2025-01-04T08:00,21.3,69,17.3,42.8,927.6,200.0,15.3,341,0.15,0.00,10,149.0,609.3
2025-01-04T09:00,23.2,61,17.3,44.6,928.3,424.0,15.3,346,0.30,0.00,74,353.0,788.6
2025-01-04T10:00,25.1,54,17.5,47.2,928.7,617.0,15.1,351,0.44,0.00,99,527.0,858.3
2025-01-04T11:00,26.6,48,17.8,47.5,928.4,732.0,14.6,1,0.54,0.00,99,604.0,824.7
2025-01-04T12:00,27.9,43,17.3,47.5,928.0,821.0,14.0,8,0.62,0.00,72,707.0,889.6
2025-01-04T13:00,28.9,39,15.0,46.4,927.3,841.0,13.5,11,0.65,0.00,4,753.0,945.1
2025-01-04T14:00,29.5,37,13.8,41.8,926.7,758.0,13.1,21,0.60,0.00,6,668.0,904.8
2025-01-04T15:00,29.6,35,13.9,39.2,926.2,580.0,12.6,25,0.49,0.00,19,489.0,784.5
2025-01-04T16:00,28.6,37,9.2,37.4,926.1,396.0,12.4,55,0.33,0.30,45,306.0,665.6
2025-01-04T17:00,26.3,47,6.4,25.9,926.1,189.0,14.0,38,0.16,0.60,29,129.0,498.8
2025-01-04T18:00,24.1,57,8.4,19.8,926.3,24.0,15.1,15,0.07,0.10,43,12.0,108.2
2025-01-04T19:00,22.5,71,11.3,25.2,926.9,0.0,17.0,340,0.04,0.00,97,0.0,0.0
2025-01-04T20:00,21.9,69,12.7,28.4,927.4,0.0,15.9,339,0.04,0.00,87,0.0,0.0
2025-01-04T21:00,20.8,73,12.2,28.4,928.0,0.0,15.9,331,0.03,0.00,79,0.0,0.0
2025-01-04T22:00,20.2,76,12.7,28.1,928.2,0.0,15.8,327,0.03,0.00,6,0.0,0.0
2025-01-04T23:00,19.7,78,11.8,28.4,927.5,0.0,15.7,327,0.02,0.00,7,0.0,0.0
2025-01-05T00:00,19.3,80,11.7,27.4,927.1,0.0,15.7,323,0.02,0.00,8,0.0,0.0
2025-01-05T01:00,18.9,81,11.9,27.4,926.4,0.0,15.6,325,0.02,0.00,7,0.0,0.0
2025-01-05T02:00,18.6,82,11.9,27.4,925.9,0.0,15.4,325,0.01,0.00,12,0.0,0.0
2025-01-05T03:00,18.2,83,12.0,28.4,925.5,0.0,15.3,323,0.01,0.00,9,0.0,0.0
2025-01-05T04:00,18.0,84,11.5,27.7,925.7,0.0,15.2,321,0.01,0.00,76,0.0,0.0
2025-01-05T05:00,17.9,84,11.8,26.6,925.8,0.0,15.2,321,0.01,0.00,33,0.0,0.0
2025-01-05T06:00,17.9,84,12.0,27.4,925.9,0.0,15.1,319,0.01,0.00,16,0.0,0.0
2025-01-05T07:00,18.8,80,12.1,28.1,926.9,23.0,15.2,316,0.04,0.00,14,12.0,116.5
2025-01-05T08:00,21.4,68,9.8,28.8,928.3,200.0,15.2,324,0.14,0.00,11,150.0,615.6
2025-01-05T09:00,23.8,57,8.2,26.3,929.0,423.0,14.8,334,0.29,0.00,2,355.0,794.0
2025-01-05T10:00,25.9,49,6.4,24.8,929.1,617.0,14.4,352,0.43,0.00,1,541.0,881.2
2025-01-05T11:00,27.8,43,7.5,25.6,928.8,759.0,14.1,20,0.55,0.00,0,677.0,923.8
2025-01-05T12:00,29.4,38,7.1,25.9,928.1,834.0,13.7,52,0.62,0.00,0,750.0,942.7
2025-01-05T13:00,30.3,35,8.0,27.0,927.1,830.0,13.1,80,0.64,0.00,17,739.0,926.0
2025-01-05T14:00,30.4,34,7.8,28.1,926.1,731.0,12.8,109,0.57,0.00,96,629.0,850.0
2025-01-05T15:00,29.4,39,6.5,26.6,925.5,582.0,14.0,150,0.45,0.00,17,480.0,767.6
2025-01-05T16:00,28.0,48,7.5,24.8,924.8,412.0,16.0,169,0.32,0.00,17,328.0,710.0
2025-01-05T17:00,26.0,60,6.7,24.5,924.9,200.0,17.7,180,0.15,0.00,3,141.0,540.4
2025-01-05T18:00,24.1,71,4.7,19.8,925.2,28.0,18.6,196,0.04,0.00,10,16.0,142.8
2025-01-05T19:00,22.5,75,4.8,15.5,926.2,0.0,18.0,191,0.00,0.00,21,0.0,0.0
2025-01-05T20:00,22.5,76,5.0,12.6,926.5,0.0,18.0,270,0.00,0.00,14,0.0,0.0
2025-01-05T21:00,22.8,73,3.1,10.1,926.8,0.0,17.8,283,0.00,0.00,3,0.0,0.0
2025-01-05T22:00,22.2,80,0.6,5.4,927.0,0.0,18.5,342,0.00,0.00,27,0.0,0.0
2025-01-05T23:00,22.1,76,2.9,6.1,927.1,0.0,17.7,349,0.00,0.00,81,0.0,0.0
2025-01-06T00:00,22.6,69,6.8,13.3,927.1,0.0,16.7,335,0.02,0.00,67,0.0,0.0
2025-01-06T01:00,21.9,69,7.2,15.1,926.5,0.0,16.0,328,0.02,0.00,21,0.0,0.0
2025-01-06T02:00,21.0,73,7.2,15.1,925.9,0.0,16.0,328,0.01,0.00,7,0.0,0.0
2025-01-06T03:00,20.3,77,8.3,17.6,925.3,0.0,16.0,326,0.01,0.00,0,0.0,0.0
2025-01-06T04:00,19.9,79,8.8,19.1,925.0,0.0,16.2,316,0.01,0.00,1,0.0,0.0
2025-01-06T05:00,19.7,81,9.2,19.8,925.2,0.0,16.4,313,0.01,0.00,9,0.0,0.0
2025-01-06T06:00,19.5,82,8.3,19.8,925.6,0.0,16.4,316,0.01,0.00,2,0.0,0.0
2025-01-06T07:00,20.6,77,7.9,18.0,926.2,23.0,16.4,315,0.04,0.00,0,13.0,126.8
2025-01-06T08:00,24.0,62,4.4,16.9,928.0,199.0,16.3,339,0.13,0.00,2,151.0,621.7
2025-01-06T09:00,26.3,53,4.3,17.6,928.7,421.0,16.0,5,0.29,0.00,0,354.0,792.5
2025-01-06T10:00,28.3,46,4.5,19.8,928.7,616.0,15.5,37,0.45,0.00,0,540.0,879.5
2025-01-06T11:00,29.9,41,5.8,24.5,928.3,758.0,15.2,70,0.57,0.00,1,676.0,921.8
2025-01-06T12:00,31.2,37,6.5,25.2,927.4,830.0,14.6,98,0.64,0.00,4,741.0,930.2
2025-01-06T13:00,31.1,37,6.8,26.6,926.4,819.0,14.9,117,0.63,0.00,16,721.0,901.8
2025-01-06T14:00,29.9,44,8.3,32.0,925.5,682.0,16.4,141,0.53,0.00,11,560.0,755.0
2025-01-06T15:00,28.9,52,8.6,33.5,924.8,593.0,18.1,154,0.45,0.60,8,502.0,800.1
2025-01-06T16:00,27.3,62,5.6,27.7,924.7,407.0,19.3,163,0.29,0.10,12,329.0,708.8
2025-01-06T17:00,26.1,66,6.0,20.2,924.9,200.0,19.3,170,0.15,0.00,18,144.0,547.2
2025-01-06T18:00,24.2,74,5.4,19.1,925.1,29.0,19.2,174,0.04,0.00,6,16.0,141.4
2025-01-06T19:00,24.0,75,4.1,15.1,925.5,0.0,19.3,268,0.00,0.00,9,0.0,0.0
2025-01-06T20:00,23.8,76,4.0,10.8,925.9,0.0,19.3,328,0.00,0.00,20,0.0,0.0
2025-01-06T21:00,23.9,75,8.0,18.0,926.3,0.0,19.1,340,0.02,0.00,4,0.0,0.0
2025-01-06T22:00,23.7,71,11.2,24.8,926.4,0.0,18.1,342,0.04,0.00,1,0.0,0.0
2025-01-06T23:00,23.5,67,10.9,27.0,926.5,0.0,17.1,347,0.04,0.00,0,0.0,0.0
2025-01-07T00:00,22.9,69,9.8,25.6,926.1,0.0,16.9,343,0.03,0.00,1,0.0,0.0
2025-01-07T01:00,22.2,72,9.9,22.7,925.9,0.0,17.0,335,0.03,0.00,4,0.0,0.0
2025-01-07T02:00,22.0,71,11.4,24.8,925.4,0.0,16.6,331,0.03,0.00,7,0.0,0.0
2025-01-07T03:00,21.6,72,11.4,25.9,925.0,0.0,16.3,333,0.03,0.00,60,0.0,0.0
2025-01-07T04:00,21.0,76,11.4,25.6,925.2,0.0,16.6,331,0.03,0.00,88,0.0,0.0
2025-01-07T05:00,20.5,80,11.8,27.0,925.3,0.0,17.0,327,0.02,0.00,54,0.0,0.0
2025-01-07T06:00,20.0,83,11.9,27.7,925.3,0.0,17.0,322,0.01,0.00,52,0.0,0.0
2025-01-07T07:00,21.4,76,10.8,27.4,926.8,22.0,17.1,324,0.05,0.00,31,11.0,107.8
2025-01-07T08:00,23.9,65,10.9,29.2,928.4,195.0,16.9,336,0.15,0.00,27,143.0,590.5
2025-01-07T09:00,25.8,56,11.0,32.4,929.3,416.0,16.2,355,0.31,0.00,37,340.0,761.6
2025-01-07T10:00,27.3,51,11.5,33.8,929.6,601.0,16.2,10,0.45,0.00,21,506.0,823.9
2025-01-07T11:00,28.8,46,14.1,42.1,929.1,739.0,16.0,21,0.57,0.00,20,634.0,863.8
2025-01-07T12:00,29.8,41,15.5,43.6,928.4,802.0,15.1,29,0.64,0.00,29,690.0,865.0
2025-01-07T13:00,30.6,38,16.6,44.3,927.5,771.0,14.5,26,0.64,0.00,6,648.0,809.0
2025-01-07T14:00,31.1,36,15.7,44.6,926.7,704.0,14.3,25,0.60,0.00,21,606.0,815.0
2025-01-07T15:00,31.2,36,14.7,42.5,925.9,568.0,14.4,25,0.51,0.10,20,451.0,716.5
2025-01-07T16:00,29.9,39,10.7,41.4,925.7,378.0,14.4,31,0.34,0.00,29,290.0,621.8
2025-01-07T17:00,28.5,43,9.1,33.1,926.0,204.0,14.6,51,0.20,0.10,38,145.0,546.4
2025-01-07T18:00,26.5,50,7.1,25.6,926.5,26.0,15.3,47,0.08,0.00,28,13.0,113.7
2025-01-07T19:00,25.8,50,7.7,19.1,927.2,0.0,14.7,360,0.05,0.00,14,0.0,0.0
2025-01-07T20:00,24.9,54,10.9,25.9,928.1,0.0,15.0,347,0.07,0.00,11,0.0,0.0
2025-01-07T21:00,24.1,60,11.1,25.9,928.6,0.0,15.8,353,0.06,0.00,12,0.0,0.0
2025-01-07T22:00,23.3,64,11.5,26.3,928.6,0.0,16.1,350,0.05,0.00,7,0.0,0.0
2025-01-07T23:00,22.5,67,12.2,27.4,928.1,0.0,16.1,343,0.05,0.00,2,0.0,0.0
2025-01-08T00:00,21.9,70,13.4,30.6,927.2,0.0,16.2,343,0.05,0.00,3,0.0,0.0
2025-01-08T01:00,21.3,74,13.4,32.0,926.6,0.0,16.4,342,0.04,0.00,2,0.0,0.0
2025-01-08T02:00,20.9,76,14.2,33.1,926.0,0.0,16.6,340,0.03,0.00,2,0.0,0.0
2025-01-08T03:00,20.6,79,14.6,34.2,925.6,0.0,16.8,338,0.03,0.00,4,0.0,0.0
2025-01-08T04:00,20.5,80,14.4,34.2,925.5,0.0,17.0,336,0.02,0.00,5,0.0,0.0
2025-01-08T05:00,20.4,81,14.1,33.5,926.0,0.0,17.1,332,0.02,0.00,12,0.0,0.0
2025-01-08T06:00,20.2,82,14.3,33.5,926.3,0.0,17.1,331,0.02,0.00,18,0.0,0.0
2025-01-08T07:00,21.3,77,12.9,31.3,927.0,21.0,17.1,330,0.05,0.00,5,12.0,118.1
2025-01-08T08:00,23.6,68,11.8,32.8,928.4,195.0,17.3,334,0.15,0.00,4,145.0,600.3
2025-01-08T09:00,25.8,58,12.2,34.2,929.1,416.0,16.8,346,0.31,0.00,3,346.0,775.5
2025-01-08T10:00,27.8,51,14.0,39.6,929.1,613.0,16.6,359,0.47,0.00,1,535.0,870.8
2025-01-08T11:00,29.4,45,14.9,41.4,928.7,758.0,16.1,11,0.59,0.00,1,673.0,916.1
2025-01-08T12:00,30.6,40,15.3,42.1,927.9,794.0,15.3,22,0.64,0.00,9,702.0,878.8
2025-01-08T13:00,31.2,37,15.3,42.5,927.2,789.0,14.7,31,0.65,0.00,12,679.0,846.1
2025-01-08T14:00,31.3,37,13.7,42.8,926.4,660.0,14.7,27,0.57,0.00,22,521.0,698.9
2025-01-08T15:00,31.5,34,10.6,38.9,925.8,532.0,13.8,43,0.47,0.00,100,410.0,649.1
2025-01-08T16:00,28.9,43,5.0,32.8,925.8,398.0,15.1,90,0.30,0.50,100,291.0,620.9
2025-01-08T17:00,27.6,49,3.7,18.4,926.0,187.0,15.8,35,0.14,0.40,99,103.0,384.8
2025-01-08T18:00,26.4,53,7.9,19.8,926.0,28.0,16.2,17,0.08,0.00,100,12.0,103.9
2025-01-08T19:00,25.8,53,9.0,21.2,927.0,0.0,15.4,357,0.06,0.00,50,0.0,0.0
2025-01-08T20:00,24.8,57,12.3,28.4,927.7,0.0,15.7,352,0.07,0.00,90,0.0,0.0
2025-01-08T21:00,24.0,62,12.7,31.0,928.3,0.0,16.4,353,0.06,0.00,94,0.0,0.0
2025-01-08T22:00,23.5,65,13.3,30.6,928.2,0.0,16.5,351,0.06,0.00,95,0.0,0.0
2025-01-08T23:00,22.6,70,13.7,31.0,927.5,0.0,16.9,337,0.05,0.00,100,0.0,0.0
2025-01-09T00:00,21.8,75,13.8,31.7,926.9,0.0,17.3,331,0.04,0.00,100,0.0,0.0
2025-01-09T01:00,21.3,78,13.2,31.7,926.3,0.0,17.4,332,0.03,0.00,99,0.0,0.0
2025-01-09T02:00,20.9,80,13.8,31.7,925.4,0.0,17.3,331,0.02,0.00,67,0.0,0.0
2025-01-09T03:00,20.7,80,13.9,32.4,924.8,0.0,17.1,333,0.03,0.00,96,0.0,0.0
2025-01-09T04:00,20.5,80,14.2,33.5,924.5,0.0,16.9,334,0.03,0.00,61,0.0,0.0
2025-01-09T05:00,20.3,80,14.2,33.5,924.8,0.0,16.8,333,0.02,0.00,86,0.0,0.0
2025-01-09T06:00,20.0,81,14.3,33.8,925.2,0.0,16.6,332,0.02,0.00,21,0.0,0.0
2025-01-09T07:00,21.1,75,14.8,34.6,926.1,21.0,16.5,337,0.06,0.00,3,11.0,108.6
2025-01-09T08:00,23.3,65,14.1,36.0,927.3,198.0,16.4,343,0.16,0.00,3,150.0,622.4
2025-01-09T09:00,25.1,57,14.0,38.2,928.3,423.0,16.0,351,0.31,0.00,38,355.0,795.9
2025-01-09T10:00,27.2,49,13.5,39.2,928.5,613.0,15.6,355,0.46,0.00,97,532.0,865.5
2025-01-09T11:00,28.7,43,12.7,38.5,928.4,710.0,15.1,6,0.55,0.00,100,536.0,728.9
2025-01-09T12:00,30.3,38,12.1,36.7,927.5,804.0,14.4,20,0.64,0.00,88,635.0,793.7
2025-01-09T13:00,31.3,33,13.0,37.4,926.4,822.0,13.3,42,0.67,0.00,99,678.0,843.1
2025-01-09T14:00,31.3,32,12.3,37.4,925.3,706.0,12.5,53,0.59,0.00,69,492.0,658.2
2025-01-09T15:00,31.3,31,8.8,35.6,924.4,553.0,12.3,46,0.47,0.00,100,390.0,615.3
2025-01-09T16:00,30.4,33,5.4,27.7,923.9,421.0,12.2,88,0.33,0.00,42,322.0,683.7
2025-01-09T17:00,27.8,47,4.0,20.2,924.0,213.0,15.4,144,0.16,0.00,14,148.0,548.1
2025-01-09T18:00,25.3,66,5.4,15.8,924.6,34.0,18.5,130,0.04,0.00,35,19.0,162.9
2025-01-09T19:00,23.7,79,3.2,12.6,925.1,0.0,19.8,236,0.00,0.00,75,0.0,0.0
2025-01-09T20:00,23.8,79,3.2,8.3,925.7,0.0,19.9,273,0.00,0.00,93,0.0,0.0
2025-01-09T21:00,23.5,81,1.9,8.3,926.8,0.0,20.0,158,0.00,0.00,95,0.0,0.0
2025-01-09T22:00,23.2,80,4.8,9.4,926.5,0.0,19.6,333,0.00,0.00,96,0.0,0.0
2025-01-09T23:00,22.8,70,5.0,10.1,926.3,0.0,17.2,325,0.01,0.00,94,0.0,0.0
2025-01-10T00:00,22.1,66,5.2,10.4,925.9,0.0,15.3,311,0.01,0.00,91,0.0,0.0
2025-01-10T01:00,21.5,67,6.3,12.6,925.3,0.0,15.2,309,0.02,0.00,93,0.0,0.0
2025-01-10T02:00,21.1,69,6.4,13.0,924.7,0.0,15.2,315,0.02,0.00,93,0.0,0.0
2025-01-10T03:00,20.4,73,6.9,14.0,924.1,0.0,15.4,321,0.01,0.00,91,0.0,0.0
2025-01-10T04:00,19.8,76,6.8,14.0,923.9,0.0,15.5,323,0.01,0.00,89,0.0,0.0
2025-01-10T05:00,19.5,78,7.4,15.1,924.2,0.0,15.5,326,0.01,0.00,46,0.0,0.0
2025-01-10T06:00,19.1,80,7.4,15.5,924.4,0.0,15.5,328,0.01,0.00,9,0.0,0.0
2025-01-10T07:00,19.9,74,6.3,12.6,925.4,21.0,15.1,321,0.03,0.00,15,11.0,109.0
2025-01-10T08:00,22.9,61,5.2,16.6,926.9,200.0,15.1,346,0.13,0.00,58,152.0,632.1
2025-01-10T09:00,25.1,55,4.0,16.9,927.9,428.0,15.5,357,0.29,0.00,93,358.0,802.8
2025-01-10T10:00,27.2,45,4.1,19.1,928.2,627.0,14.2,15,0.44,0.00,40,546.0,887.8
2025-01-10T11:00,29.2,35,4.4,20.5,928.0,775.0,12.0,71,0.57,0.00,13,695.0,944.0
2025-01-10T12:00,30.3,32,10.7,33.1,927.1,834.0,11.7,113,0.65,0.00,25,734.0,916.0
2025-01-10T13:00,29.8,34,10.8,33.8,925.9,705.0,12.3,136,0.57,0.00,16,554.0,687.5
2025-01-10T14:00,28.4,46,13.0,37.8,924.9,674.0,15.6,156,0.53,0.00,74,528.0,704.5
2025-01-10T15:00,27.4,53,10.9,38.5,924.6,616.0,16.9,164,0.46,0.00,82,522.0,820.7
2025-01-10T16:00,26.9,53,8.1,31.3,924.2,428.0,16.6,179,0.32,0.00,72,357.0,754.2
2025-01-10T17:00,25.6,56,8.5,25.6,924.4,219.0,16.3,182,0.18,0.00,46,166.0,609.4
2025-01-10T18:00,23.8,62,6.2,24.1,924.3,35.0,16.1,202,0.05,0.00,1,21.0,178.3
2025-01-10T19:00,22.9,76,4.8,17.3,924.4,0.0,18.5,233,0.00,0.00,1,0.0,0.0
2025-01-10T20:00,23.0,70,5.1,13.0,925.3,0.0,17.3,222,0.01,0.00,0,0.0,0.0
2025-01-10T21:00,22.9,65,4.4,12.2,926.0,0.0,16.1,218,0.01,0.00,12,0.0,0.0
2025-01-10T22:00,22.8,63,2.7,10.4,926.2,0.0,15.4,250,0.00,0.00,0,0.0,0.0
2025-01-10T23:00,22.6,62,2.2,7.2,926.0,0.0,14.9,261,0.00,0.00,9,0.0,0.0
2025-01-11T00:00,22.3,63,1.0,6.1,925.6,0.0,15.0,292,0.00,0.00,4,0.0,0.0
